0008,0050
0008,0080
0008,0081
0008,0090
0008,1010
0008,1030
0008,103E
0008,1040
0008,1048
0008,1050
0008,1070
0010,0010
0010,0020
0010,0021
0010,0030
0010,0040
0010,1010
0010,1020
0010,1030
0010,1040
0010,2110
0010,2150
0018,1000
0020,000D
0020,000E
0020,0010
0032,1032
0032,1033
0032,1060
0040,0280
0008,0100
0008,010F
